GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Estimate; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
8600000US01330,01330,ZCTA5 01330,1468,1400,2,0,10,0,5,51,6,45
8600000US01331,01331,ZCTA5 01331,13281,12354,151,0,106,0,313,357,35,322
8600000US01337,01337,ZCTA5 01337,2626,2599,10,0,8,0,5,4,0,4
8600000US01338,01338,ZCTA5 01338,170,155,0,0,0,0,0,15,0,15
8600000US01339,01339,ZCTA5 01339,1472,1409,11,0,24,0,2,26,3,23
8600000US01340,01340,ZCTA5 01340,1642,1565,13,0,26,0,3,35,0,35
8600000US01341,01341,ZCTA5 01341,1743,1729,0,0,4,0,9,1,0,1
8600000US01342,01342,ZCTA5 01342,1759,1584,83,0,31,0,5,56,7,49
8600000US01343,01343,ZCTA5 01343,46,46,0,0,0,0,0,0,0,0
8600000US01344,01344,ZCTA5 01344,1518,1449,32,0,10,0,0,27,0,27
8600000US01346,01346,ZCTA5 01346,464,454,0,1,2,0,0,7,0,7
8600000US01347,01347,ZCTA5 01347,126,126,0,0,0,0,0,0,0,0
8600000US01349,01349,ZCTA5 01349,1231,1174,6,21,0,0,0,30,3,27
8600000US01350,01350,ZCTA5 01350,86,86,0,0,0,0,0,0,0,0
8600000US01351,01351,ZCTA5 01351,2209,2144,2,14,0,0,0,49,0,49
8600000US01354,01354,ZCTA5 01354,1604,1488,70,0,12,0,0,34,0,34
8600000US01355,01355,ZCTA5 01355,917,892,0,0,0,0,4,21,0,21
8600000US01360,01360,ZCTA5 01360,3012,2892,13,0,57,0,6,44,16,28
8600000US01364,01364,ZCTA5 01364,7819,7551,16,15,91,0,0,146,28,118
8600000US01366,01366,ZCTA5 01366,1218,1188,9,0,2,0,0,19,15,4
8600000US01367,01367,ZCTA5 01367,605,592,1,0,0,0,2,10,0,10
8600000US01368,01368,ZCTA5 01368,1316,1295,4,9,8,0,0,0,0,0
8600000US01370,01370,ZCTA5 01370,4032,3841,15,21,90,0,0,65,6,59
8600000US01373,01373,ZCTA5 01373,4160,4022,13,0,25,0,25,75,0,75
8600000US01375,01375,ZCTA5 01375,3662,2948,115,9,365,63,36,126,38,88
8600000US01376,01376,ZCTA5 01376,5096,4511,117,32,131,0,34,271,37,234
8600000US01378,01378,ZCTA5 01378,744,722,0,3,5,0,3,11,0,11
8600000US01379,01379,ZCTA5 01379,836,777,15,5,11,0,1,27,3,24
8600000US01420,01420,ZCTA5 01420,40666,32884,1612,82,1636,0,2958,1494,261,1233
8600000US01430,01430,ZCTA5 01430,6210,5951,84,0,9,0,24,142,0,142
8600000US01431,01431,ZCTA5 01431,3195,3077,30,3,25,0,14,46,0,46
8600000US01432,01432,ZCTA5 01432,7703,6640,376,0,346,0,69,272,20,252
8600000US01434,01434,ZCTA5 01434,1712,1190,331,31,71,0,21,68,0,68
8600000US01436,01436,ZCTA5 01436,3460,3355,0,0,32,0,34,39,0,39
8600000US01438,01438,ZCTA5 01438,563,562,1,0,0,0,0,0,0,0
8600000US01440,01440,ZCTA5 01440,20496,18652,446,33,262,0,351,752,72,680
8600000US01450,01450,ZCTA5 01450,11282,10548,68,5,482,0,11,168,0,168
8600000US01451,01451,ZCTA5 01451,4630,4270,90,7,161,0,46,56,0,56
8600000US01452,01452,ZCTA5 01452,4581,4374,164,0,13,0,0,30,0,30
8600000US01453,01453,ZCTA5 01453,41446,34536,2200,43,1247,0,2166,1254,97,1157
8600000US01460,01460,ZCTA5 01460,9754,8740,64,10,575,0,0,365,13,352
8600000US01462,01462,ZCTA5 01462,11150,10341,278,0,247,0,58,226,34,192
8600000US01463,01463,ZCTA5 01463,12049,11347,141,0,246,0,43,272,13,259
8600000US01464,01464,ZCTA5 01464,7572,5303,633,3,374,13,609,637,79,558
