GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Estimate; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
8600000US01057,01057,ZCTA5 01057,8707,8405,40,0,29,0,36,197,27,170
8600000US01060,01060,ZCTA5 01060,15026,12371,655,38,1358,8,337,259,72,187
8600000US01062,01062,ZCTA5 01062,11007,10002,202,0,402,0,127,274,44,230
8600000US01063,01063,ZCTA5 01063,644,476,56,0,75,0,4,33,21,12
8600000US01066,01066,ZCTA5 01066,0,0,0,0,0,0,0,0,0,0
8600000US01068,01068,ZCTA5 01068,1839,1830,0,2,0,0,0,7,0,7
8600000US01069,01069,ZCTA5 01069,8975,8894,41,0,0,0,0,40,0,40
8600000US01070,01070,ZCTA5 01070,579,544,6,2,13,0,1,13,0,13
8600000US01071,01071,ZCTA5 01071,1401,1347,4,0,4,0,0,46,0,46
8600000US01072,01072,ZCTA5 01072,1464,1348,15,4,15,0,0,82,3,79
8600000US01073,01073,ZCTA5 01073,5878,5738,34,0,0,0,13,93,0,93
8600000US01074,01074,ZCTA5 01074,56,56,0,0,0,0,0,0,0,0
8600000US01075,01075,ZCTA5 01075,17796,16456,466,17,496,12,100,249,17,232
8600000US01077,01077,ZCTA5 01077,9552,9155,6,0,168,0,62,161,16,145
8600000US01079,01079,ZCTA5 01079,495,479,0,0,0,0,0,16,0,16
8600000US01080,01080,ZCTA5 01080,2012,1917,31,0,8,0,0,56,0,56
8600000US01081,01081,ZCTA5 01081,1703,1655,8,10,0,0,3,27,0,27
8600000US01082,01082,ZCTA5 01082,10318,10126,14,17,8,19,18,116,26,90
8600000US01083,01083,ZCTA5 01083,3137,3087,0,0,0,0,30,20,20,0
8600000US01084,01084,ZCTA5 01084,209,209,0,0,0,0,0,0,0,0
8600000US01085,01085,ZCTA5 01085,40721,36918,612,27,980,48,1513,623,223,400
8600000US01086,01086,ZCTA5 01086,1219,1131,71,0,12,0,5,0,0,0
8600000US01088,01088,ZCTA5 01088,451,422,29,0,0,0,0,0,0,0
8600000US01089,01089,ZCTA5 01089,28498,24630,1112,216,1171,0,916,453,220,233
8600000US01092,01092,ZCTA5 01092,1080,1079,1,0,0,0,0,0,0,0
8600000US01093,01093,ZCTA5 01093,282,279,0,0,0,0,0,3,0,3
8600000US01094,01094,ZCTA5 01094,340,340,0,0,0,0,0,0,0,0
8600000US01095,01095,ZCTA5 01095,14344,13724,251,2,216,0,32,119,13,106
8600000US01096,01096,ZCTA5 01096,2249,2199,14,0,4,0,0,32,0,32
8600000US01097,01097,ZCTA5 01097,83,83,0,0,0,0,0,0,0,0
8600000US01098,01098,ZCTA5 01098,1081,1044,8,0,11,2,6,10,3,7
8600000US01103,01103,ZCTA5 01103,2556,1469,388,10,59,0,575,55,5,50
8600000US01104,01104,ZCTA5 01104,23083,13123,2903,18,156,0,5830,1053,287,766
8600000US01105,01105,ZCTA5 01105,12360,3811,2752,115,0,4,5160,518,197,321
8600000US01106,01106,ZCTA5 01106,16018,14531,134,0,1128,0,101,124,10,114
8600000US01107,01107,ZCTA5 01107,11271,5076,1399,124,68,0,4102,502,246,256
8600000US01108,01108,ZCTA5 01108,25755,13647,5290,414,1302,0,4230,872,147,725
8600000US01109,01109,ZCTA5 01109,31429,10235,12381,77,400,0,6457,1879,721,1158
8600000US01118,01118,ZCTA5 01118,13722,10910,1810,0,484,0,217,301,32,269
8600000US01119,01119,ZCTA5 01119,13962,8975,3421,157,198,0,882,329,63,266
8600000US01128,01128,ZCTA5 01128,2468,2040,287,0,0,0,99,42,0,42
8600000US01129,01129,ZCTA5 01129,7505,5244,1290,0,324,0,373,274,32,242
8600000US01151,01151,ZCTA5 01151,9134,5855,1364,17,372,10,1238,278,48,230
8600000US01199,01199,ZCTA5 01199,0,0,0,0,0,0,0,0,0,0
8600000US01201,01201,ZCTA5 01201,45887,41005,2394,71,521,11,455,1430,156,1274
8600000US01220,01220,ZCTA5 01220,8586,8359,40,27,0,0,36,124,8,116
8600000US01222,01222,ZCTA5 01222,805,774,0,0,9,0,0,22,0,22
8600000US01223,01223,ZCTA5 01223,2346,2257,8,3,39,0,7,32,5,27
8600000US01224,01224,ZCTA5 01224,322,208,0,0,114,0,0,0,0,0
8600000US01225,01225,ZCTA5 01225,3059,3033,17,0,0,0,9,0,0,0
8600000US01226,01226,ZCTA5 01226,6981,6923,32,13,0,0,5,8,0,8
8600000US01229,01229,ZCTA5 01229,111,111,0,0,0,0,0,0,0,0
8600000US01230,01230,ZCTA5 01230,8200,7145,226,0,159,0,296,374,61,313
8600000US01235,01235,ZCTA5 01235,3032,2938,24,17,12,0,6,35,6,29
8600000US01236,01236,ZCTA5 01236,1631,1480,22,12,22,0,0,95,46,49
8600000US01237,01237,ZCTA5 01237,2509,2493,7,0,5,0,0,4,0,4
8600000US01238,01238,ZCTA5 01238,6198,5986,9,0,66,0,133,4,0,4
8600000US01240,01240,ZCTA5 01240,4818,4561,45,10,136,0,0,66,0,66
8600000US01242,01242,ZCTA5 01242,155,154,0,0,0,0,0,1,0,1
8600000US01243,01243,ZCTA5 01243,345,320,0,25,0,0,0,0,0,0
8600000US01244,01244,ZCTA5 01244,150,141,0,0,0,0,9,0,0,0
8600000US01245,01245,ZCTA5 01245,726,693,12,0,0,0,0,21,12,9
8600000US01247,01247,ZCTA5 01247,16025,14937,344,91,73,29,33,518,52,466
8600000US01253,01253,ZCTA5 01253,742,727,4,0,0,0,0,11,5,6
8600000US01254,01254,ZCTA5 01254,997,968,1,10,9,0,5,4,0,4
8600000US01255,01255,ZCTA5 01255,930,847,0,2,35,0,3,43,2,41
8600000US01256,01256,ZCTA5 01256,675,634,17,0,0,0,0,24,4,20
8600000US01257,01257,ZCTA5 01257,2183,2078,11,0,71,0,15,8,0,8
8600000US01258,01258,ZCTA5 01258,304,299,3,2,0,0,0,0,0,0
8600000US01259,01259,ZCTA5 01259,613,568,4,0,12,0,0,29,0,29
8600000US01260,01260,ZCTA5 01260,240,240,0,0,0,0,0,0,0,0
8600000US01262,01262,ZCTA5 01262,1257,1120,30,0,46,0,15,46,0,46
8600000US01264,01264,ZCTA5 01264,167,167,0,0,0,0,0,0,0,0
8600000US01266,01266,ZCTA5 01266,1433,1368,39,0,0,0,0,26,0,26
8600000US01267,01267,ZCTA5 01267,7985,7224,159,40,335,0,80,147,12,135
8600000US01270,01270,ZCTA5 01270,806,792,0,0,0,0,3,11,0,11
8600000US01301,01301,ZCTA5 01301,17806,16541,220,12,334,8,202,489,98,391
8600000US01330,01330,ZCTA5 01330,1540,1469,5,0,4,0,0,62,0,62
8600000US01331,01331,ZCTA5 01331,13383,12706,37,18,66,0,365,191,15,176
8600000US01337,01337,ZCTA5 01337,2609,2528,8,0,33,0,8,32,0,32
8600000US01338,01338,ZCTA5 01338,169,169,0,0,0,0,0,0,0,0
8600000US01339,01339,ZCTA5 01339,1597,1564,8,3,1,0,0,21,0,21
8600000US01340,01340,ZCTA5 01340,1784,1661,6,12,54,0,0,51,3,48
8600000US01341,01341,ZCTA5 01341,1605,1523,10,0,12,0,4,56,3,53
8600000US01342,01342,ZCTA5 01342,1506,1266,2,0,63,0,4,171,0,171
8600000US01343,01343,ZCTA5 01343,76,76,0,0,0,0,0,0,0,0
8600000US01344,01344,ZCTA5 01344,1526,1462,2,0,3,0,12,47,0,47
8600000US01346,01346,ZCTA5 01346,448,431,0,0,0,0,10,7,0,7
8600000US01347,01347,ZCTA5 01347,93,88,0,0,0,0,0,5,1,4
8600000US01349,01349,ZCTA5 01349,844,796,0,11,10,0,0,27,3,24
8600000US01350,01350,ZCTA5 01350,117,115,0,0,0,0,0,2,0,2
8600000US01351,01351,ZCTA5 01351,2253,1978,53,0,56,0,0,166,10,156
8600000US01354,01354,ZCTA5 01354,1532,1458,0,0,0,0,52,22,5,17
8600000US01355,01355,ZCTA5 01355,990,969,19,0,0,0,0,2,0,2
8600000US01360,01360,ZCTA5 01360,3033,2948,2,0,45,0,9,29,10,19
8600000US01364,01364,ZCTA5 01364,7960,7682,55,23,134,0,10,56,0,56
8600000US01366,01366,ZCTA5 01366,1294,1251,4,0,25,0,0,14,4,10
8600000US01367,01367,ZCTA5 01367,590,565,3,0,1,0,3,18,0,18
8600000US01368,01368,ZCTA5 01368,1161,1131,0,12,13,0,0,5,0,5
8600000US01370,01370,ZCTA5 01370,4113,3986,19,0,13,0,9,86,4,82
8600000US01373,01373,ZCTA5 01373,4441,4302,26,17,42,0,3,51,12,39
8600000US01375,01375,ZCTA5 01375,3692,3332,37,18,212,0,69,24,0,24
8600000US01376,01376,ZCTA5 01376,5513,5197,47,60,23,0,88,98,0,98
8600000US01378,01378,ZCTA5 01378,639,616,0,0,20,0,0,3,0,3
8600000US01379,01379,ZCTA5 01379,957,867,54,7,12,0,0,17,0,17
8600000US01420,01420,ZCTA5 01420,40358,31802,1702,57,1707,0,3965,1125,174,951
8600000US01430,01430,ZCTA5 01430,6119,5832,60,0,0,0,77,150,50,100
8600000US01431,01431,ZCTA5 01431,3114,3070,16,0,24,0,0,4,4,0
8600000US01432,01432,ZCTA5 01432,7061,6402,221,4,147,0,24,263,0,263
8600000US01434,01434,ZCTA5 01434,1702,1232,284,26,13,0,40,107,17,90
8600000US01436,01436,ZCTA5 01436,3838,3797,7,0,0,0,7,27,27,0
8600000US01438,01438,ZCTA5 01438,359,359,0,0,0,0,0,0,0,0
8600000US01440,01440,ZCTA5 01440,20388,18441,391,101,340,0,660,455,84,371
8600000US01450,01450,ZCTA5 01450,10842,10330,116,21,265,0,2,108,0,108
8600000US01451,01451,ZCTA5 01451,4964,4473,156,18,197,0,40,80,0,80
8600000US01452,01452,ZCTA5 01452,4398,4328,0,0,31,0,0,39,0,39
8600000US01453,01453,ZCTA5 01453,41002,33548,2250,196,1147,0,2478,1383,222,1161
8600000US01460,01460,ZCTA5 01460,9038,8424,29,8,428,0,18,131,36,95
8600000US01462,01462,ZCTA5 01462,10549,9970,126,0,188,0,77,188,21,167
8600000US01463,01463,ZCTA5 01463,11645,11282,55,0,160,0,6,142,18,124
8600000US01464,01464,ZCTA5 01464,7435,5603,605,9,119,0,685,414,83,331
8600000US01467,01467,ZCTA5 01467,398,397,0,0,1,0,0,0,0,0
8600000US01468,01468,ZCTA5 01468,3710,3638,0,0,46,0,0,26,0,26
8600000US01469,01469,ZCTA5 01469,7044,6861,0,26,119,0,9,29,21,8
8600000US01473,01473,ZCTA5 01473,7320,7117,47,23,20,0,15,98,0,98
8600000US01474,01474,ZCTA5 01474,1993,1918,0,0,68,0,0,7,0,7
8600000US01475,01475,ZCTA5 01475,10386,9548,100,18,315,0,88,317,37,280
8600000US01501,01501,ZCTA5 01501,16089,15613,217,6,75,0,83,95,1,94
8600000US01503,01503,ZCTA5 01503,2886,2761,28,0,48,12,33,4,0,4
8600000US01504,01504,ZCTA5 01504,9035,8438,90,0,88,0,141,278,192,86
8600000US01505,01505,ZCTA5 01505,4366,4011,39,0,163,0,53,100,19,81
8600000US01506,01506,ZCTA5 01506,3382,3320,0,5,14,0,0,43,0,43
8600000US01507,01507,ZCTA5 01507,13034,12638,77,0,63,0,140,116,55,61
8600000US01510,01510,ZCTA5 01510,13634,11899,293,79,232,0,673,458,0,458
8600000US01515,01515,ZCTA5 01515,2253,2138,22,28,7,0,10,48,5,43
8600000US01516,01516,ZCTA5 01516,8575,8445,39,0,18,0,0,73,0,73
8600000US01518,01518,ZCTA5 01518,2689,2568,4,0,0,0,0,117,0,117
8600000US01519,01519,ZCTA5 01519,6514,6189,32,0,190,0,0,103,0,103
8600000US01520,01520,ZCTA5 01520,14354,13593,68,8,577,19,49,40,21,19
8600000US01521,01521,ZCTA5 01521,2442,2358,46,0,6,0,0,32,0,32
8600000US01522,01522,ZCTA5 01522,3145,3038,56,23,0,0,0,28,0,28
8600000US01523,01523,ZCTA5 01523,7680,6664,480,43,45,0,288,160,42,118
