zipcode_5,pop_total,unemployment_rate,median_household_income,healthcare_rate,hs_graduation_rate,assoc_degree_rate,bachelor_degree_rate,grad_degree_rate,donations_sum,donations_median,donations_count,donations_sum_quartile,donations_median_quartile
62712,10380,0.02564102564102564,86942.0,0.9649325626204239,0.18287269082056423,0.1109838178433338,0.3203494200200487,0.23371043963912358,81874.0,50.0,576,1,2
62801,22125,0.102491961414791,39449.0,0.8285197740112994,0.3394048229861467,0.11954848640328374,0.0909440738840431,0.048935351462288355,17394.0,31.0,161,2,3
62803,969,0.04665314401622718,57679.0,0.9040247678018576,0.3180379746835443,0.13449367088607594,0.17405063291139242,0.030063291139240507,1127.0,30.0,12,3,3
62806,3433,0.056648777579010136,47500.0,0.9327119137780367,0.31374207188160674,0.17716701902748413,0.09556025369978859,0.051585623678646934,2235.0,50.0,32,3,2
62807,769,0.08495145631067962,45000.0,0.893368010403121,0.3776091081593928,0.1157495256166983,0.07590132827324478,0.022770398481973434,550.0,275.0,2,4,1
62809,115,0.046875,46458.0,0.9739130434782609,0.3434343434343434,0.08080808080808081,0.13131313131313133,0.08080808080808081,300.0,300.0,1,4,1
62810,1011,0.085,39856.0,0.7626112759643917,0.300509337860781,0.11205432937181664,0.15280135823429541,0.06621392190152801,600.0,250.0,3,4,1
62812,11114,0.11819075712881022,40679.0,0.8700737808169876,0.2991344195519348,0.10157841140529532,0.1284368635437882,0.07522912423625254,31591.0,100.0,166,2,1
62814,2036,0.12,54145.0,0.8929273084479371,0.36095100864553314,0.1563400576368876,0.07780979827089338,0.020172910662824207,15.0,5.0,3,4,4
62815,407,0.10396039603960396,53500.0,0.9336609336609336,0.2978723404255319,0.25177304964539005,0.06028368794326241,0.02127659574468085,780.0,365.0,3,4,1
62816,1449,0.09343065693430656,43889.0,0.9358178053830227,0.36774827925270404,0.1415929203539823,0.063913470993117,0.04129793510324484,650.0,250.0,3,4,1
62817,538,0.054187192118226604,40938.0,0.9219330855018587,0.578005115089514,0.0792838874680307,0.06649616368286446,0.08184143222506395,10500.0,300.0,15,2,1
62819,463,0.11428571428571428,28750.0,0.8768898488120951,0.3618421052631579,0.11513157894736842,0.05592105263157895,0.02631578947368421,455.0,20.0,20,4,4
62821,7389,0.05578391074574281,41742.0,0.8922722966571931,0.3637529778266447,0.11856331317573758,0.09785596481583288,0.05112699285321605,12775.0,20.0,81,2,4
62822,3279,0.1266614542611415,34669.0,0.9063738944800244,0.3706702654071075,0.1138101664417454,0.08142150247413406,0.03283850652271705,700.0,100.0,5,4,1
62823,1723,0.06666666666666667,47927.0,0.9065583284968078,0.35325264750378216,0.170196671709531,0.058245083207261725,0.0226928895612708,475.0,35.0,7,4,3
62824,1620,0.013020833333333334,44716.0,0.9462962962962963,0.46408317580340264,0.11247637051039698,0.09073724007561437,0.008506616257088847,2200.0,50.0,22,3,2
62827,1202,0.08409506398537477,42008.0,0.9176372712146422,0.2857142857142857,0.1358313817330211,0.09718969555035128,0.04800936768149883,620.0,20.0,7,4,4
62828,1320,0.024834437086092714,55966.0,0.9568181818181818,0.28291621327529926,0.16539717083786726,0.17845484221980412,0.05005440696409141,7586.0,35.0,80,2,3
62829,26,,,1.0,0.0,0.0,0.0,0.0,267.0,133.5,2,4,1
62830,1382,0.05448717948717949,42396.0,0.9124457308248914,0.35129533678756475,0.12124352331606218,0.09326424870466321,0.054922279792746116,50.0,25.0,2,4,4
62831,510,0.058823529411764705,52625.0,0.9490196078431372,0.4089775561097257,0.12718204488778054,0.09725685785536159,0.04738154613466334,165.0,30.0,5,4,3
62832,8998,0.08881578947368421,40330.0,0.9188708601911536,0.37018849992079833,0.1308411214953271,0.1016949152542373,0.04308569618248059,9853.0,38.0,78,2,3
62835,969,0.18787878787878787,32250.0,0.8957688338493293,0.4678624813153961,0.04185351270553064,0.09865470852017937,0.07473841554559044,499.0,199.0,3,4,1
62836,769,0.04696132596685083,62727.0,0.8439531859557867,0.20512820512820512,0.12393162393162394,0.14743589743589744,0.08974358974358974,703.0,75.0,6,4,2
62837,8790,0.05685856432125089,44733.0,0.9261660978384528,0.3457025055502696,0.12924199175388518,0.09974627339042182,0.04503647320012686,13098.0,39.0,132,2,3
62838,1809,0.11464088397790055,39426.0,0.8634604754007739,0.46219931271477666,0.07474226804123711,0.030927835051546393,0.018900343642611683,40.0,20.0,2,4,4
62839,6505,0.06331117442228554,42341.0,0.8971560338201383,0.36172140430351074,0.1331823329558324,0.1044167610419026,0.06070215175537939,5484.0,60.0,62,2,2
62844,2242,0.1021759697256386,42955.0,0.8768956289027654,0.3857801184990125,0.17643186306780778,0.07899934167215274,0.017774851876234364,70.0,35.0,2,4,3
62846,2685,0.07225433526011561,40526.0,0.27895716945996274,0.3323795898903195,0.05293276108726753,0.03862660944206009,0.009537434430138292,210.0,210.0,1,4,1
62848,692,0.03954802259887006,61806.0,0.9277456647398844,0.3524229074889868,0.1894273127753304,0.048458149779735685,0.06167400881057269,300.0,150.0,2,4,1
62849,2215,0.06779661016949153,53542.0,0.9124153498871331,0.3957922419460881,0.1111111111111111,0.0861275476660092,0.03287310979618672,1282.0,90.0,17,3,1
62851,245,0.013888888888888888,,0.9795918367346939,0.14814814814814814,0.291005291005291,0.12698412698412698,0.05291005291005291,7400.0,2700.0,3,2,1
62853,846,0.08884297520661157,53194.0,0.9456264775413712,0.3960720130932897,0.1276595744680851,0.0851063829787234,0.011456628477905073,1300.0,150.0,7,3,1
62854,1699,0.09744214372716199,45446.0,0.9329017068864037,0.3654729109274564,0.14692378328741965,0.0743801652892562,0.03489439853076217,1295.0,50.0,9,3,2
62856,319,0.043478260869565216,34000.0,0.9216300940438872,0.5251798561151079,0.08633093525179857,0.03597122302158273,0.0035971223021582736,300.0,50.0,5,4,2
62858,3111,0.058539529269764634,50769.0,0.9206043072966892,0.39795046968403075,0.10546541417591802,0.12852263023057217,0.026473099914602904,2823.0,105.0,16,3,1
62859,5602,0.0500201694231545,41349.0,0.8605855051767226,0.3611540443070582,0.10175167439464193,0.06620298815043792,0.06285419886656363,16294.0,46.0,177,2,3
62860,616,0.05102040816326531,56750.0,0.8814935064935064,0.5333333333333333,0.0989247311827957,0.07526881720430108,0.01935483870967742,25.0,25.0,1,4,4
62862,324,0.0658682634730539,47969.0,0.8549382716049383,0.3702127659574468,0.17872340425531916,0.07234042553191489,0.05106382978723404,13165.0,3882.5,4,2,1
62863,9741,0.08870644773728474,45730.0,0.9171542962734832,0.32035709058978484,0.1696180301478121,0.13054295331479585,0.05019757061320065,9610.0,30.0,127,2,3
62864,23630,0.0986198462613557,40025.0,0.9068556919170546,0.3083919476109629,0.11065971380063061,0.10823429541595925,0.08070579674993937,129390.0,60.0,461,1,2
62865,1996,0.05818540433925049,57813.0,0.9784569138276553,0.37816901408450704,0.1028169014084507,0.09295774647887324,0.07253521126760563,1650.0,5.0,39,3,4
62868,1519,0.049429657794676805,54286.0,0.9190256747860435,0.381957773512476,0.1381957773512476,0.10076775431861804,0.05566218809980806,4350.0,27.0,101,3,4
62869,2776,0.11474164133738601,51679.0,0.9048991354466859,0.35266457680250785,0.12121212121212122,0.09143155694879833,0.04231974921630094,785.0,150.0,5,4,1
62870,1977,0.0694006309148265,47529.0,0.8244815376833586,0.3576437587657784,0.15568022440392706,0.061009817671809255,0.019635343618513323,215.0,25.0,8,4,4
62875,1210,0.1419031719532554,68482.0,0.8652892561983471,0.38107098381070986,0.09713574097135741,0.0759651307596513,0.038605230386052306,895.0,35.0,14,4,3
62876,160,0.06818181818181818,41250.0,0.94375,0.4883720930232558,0.11627906976744186,0.06201550387596899,0.05426356589147287,725.0,20.0,23,4,4
62877,492,0.03557312252964427,53250.0,0.943089430894309,0.3620253164556962,0.1468354430379747,0.12151898734177215,0.05569620253164557,3750.0,475.0,4,3,1
62878,361,0.1326530612244898,53011.0,1.0,0.42592592592592593,0.1259259259259259,0.14814814814814814,0.025925925925925925,225.0,50.0,3,4,2
62881,11193,0.07237703385075743,45885.0,0.8941302599839185,0.3611183018379498,0.10794719130209682,0.10626456122184831,0.06795236862542066,17052.0,25.0,256,2,4
62884,2781,0.14721189591078068,38199.0,0.8971592952175477,0.3505747126436782,0.09561128526645768,0.11442006269592477,0.03187042842215256,1535.0,43.5,10,3,3
62885,1023,0.06437768240343347,47813.0,0.7174975562072337,0.36771300448430494,0.10014947683109118,0.1554559043348281,0.03736920777279522,200.0,200.0,1,4,1
62887,492,0.07604562737642585,49113.0,0.8882113821138211,0.37545126353790614,0.10830324909747292,0.3104693140794224,0.021660649819494584,750.0,250.0,3,4,1
62890,2927,0.07315340909090909,51488.0,0.9036556200888282,0.36477987421383645,0.12772133526850507,0.08611514271891631,0.023222060957910014,26828.0,250.0,49,2,1
62895,2095,0.020689655172413793,47768.0,0.9374701670644391,0.3665191740412979,0.13716814159292035,0.11135693215339233,0.025811209439528023,4124.0,250.0,12,3,1
62896,11984,0.09960396039603961,37293.0,0.8901034712950601,0.3415236303785563,0.09757818010815894,0.07465318598636257,0.04914178227133788,123528.0,25.0,317,1,4
62897,405,0.06358381502890173,45313.0,0.8716049382716049,0.3368055555555556,0.041666666666666664,0.09722222222222222,0.12152777777777778,1600.0,250.0,6,3,1
62898,2263,0.07201986754966887,61532.0,0.9491825011047282,0.32471068754254595,0.13886997957794417,0.12525527569775358,0.061946902654867256,599.0,35.0,13,4,3
62899,1879,0.04594594594594595,48571.0,0.8131985098456626,0.34698996655518394,0.1354515050167224,0.13210702341137123,0.019230769230769232,1810.0,50.0,11,3,2
62901,26752,0.08798133022170362,21584.0,0.9079321172248804,0.16792438448052444,0.07043219757603476,0.2042838630993216,0.27616434179434407,108774.0,25.0,1093,1,4
62902,4714,0.08648849294729027,56750.0,0.9215103945693678,0.14092140921409213,0.06654622101776574,0.25022583559168926,0.2345679012345679,38058.0,27.0,430,1,4
62903,2912,0.1436950146627566,36657.0,0.9110576923076923,0.1380392156862745,0.08784313725490196,0.2792156862745098,0.2635294117647059,19550.0,100.0,123,2,1
62905,687,0.08496732026143791,51042.0,0.9082969432314411,0.34690265486725663,0.11504424778761062,0.15575221238938053,0.07079646017699115,1377.0,40.0,17,3,3
62906,6724,0.055177111716621256,45064.0,0.9286139202855443,0.3263818586758453,0.07288924883579671,0.1285685361409192,0.09414861307957076,30122.0,42.0,293,2,3
62907,2150,0.058695652173913045,44693.0,0.9311627906976744,0.4238156209987196,0.08642765685019206,0.1350832266325224,0.04481434058898848,6983.0,35.0,34,2,3
