zipcode_5,pop_total,unemployment_rate,median_household_income,healthcare_rate,hs_graduation_rate,assoc_degree_rate,bachelor_degree_rate,grad_degree_rate
60002,24368,0.0707388105456775,77107.0,0.9394287590282338,0.31552863436123346,0.08486294664708761,0.2033162016642193,0.09514194811551639
60004,50974,0.04543632719985426,82407.0,0.9210381763251854,0.1627273477698594,0.06551467958066202,0.3416889084555485,0.21021929945243925
60005,29936,0.06291451171280803,71489.0,0.9165887226082309,0.19373607891267786,0.06323014682485567,0.3055593436065276,0.1719169053138779
60007,33733,0.056545313710302095,71089.0,0.9363827705807369,0.2521802620370746,0.0994605119052448,0.24195838234697603,0.112562365635014
60008,22023,0.07181004025963356,64100.0,0.8584661490260183,0.22788701722923205,0.09319157112662525,0.21136232626657273,0.116761672964837
60010,44930,0.044652774692317945,130526.0,0.964856443356332,0.10219254032258064,0.0595703125,0.3530115927419355,0.2970640120967742
60012,10696,0.05266497461928934,121472.0,0.9702692595362753,0.15066247780357875,0.083731730637891,0.33082912170468515,0.2312525611255293
60013,25968,0.05770009447968687,97122.0,0.9395409735058533,0.1810895574398885,0.09548147287722152,0.30166105238703683,0.1293413869206644
60014,48822,0.055790605951954106,83271.0,0.9236614640940559,0.22130318904512453,0.07536072052201084,0.2692767208896241,0.14272585240327176
60015,27388,0.057965056526207606,137691.0,0.9563677523002775,0.08079858422740847,0.0415883198761199,0.35875456254839067,0.3679349629465767
60016,59726,0.051328999969483355,61316.0,0.8781602652111309,0.23430229879762288,0.07838485281245682,0.2567374579628691,0.1274934352973695
60018,30519,0.06571586647814594,56456.0,0.8381008552049543,0.3028032866118898,0.06239729337844369,0.1721121314644756,0.0720637989366844
60020,9616,0.10167944505293904,52163.0,0.930428452579035,0.31929522990975506,0.101418134937688,0.17748173614095403,0.09139091820656066
60021,5709,0.09002647837599294,96341.0,0.9269574356279559,0.16649377593360995,0.08947095435684647,0.2979771784232365,0.13718879668049794
60022,8503,0.01614162978391044,185698.0,0.983064800658591,0.03441369264384559,0.02858703568827385,0.3721777130371449,0.49162418062636565
60025,39928,0.05084057087713952,87845.0,0.9355590062111802,0.14720028715003589,0.0550251256281407,0.3255204594400574,0.2562096195262024
60026,14427,0.03272894898586355,107870.0,0.9170998821653843,0.1437456807187284,0.04077401520387008,0.35531641820515353,0.3037812222331918
60029,531,0.03389830508474576,168333.0,0.9887005649717514,0.05246913580246913,0.027777777777777776,0.36728395061728397,0.3950617283950617
60030,36876,0.04549465633885675,81454.0,0.941045666558195,0.20137540453074435,0.07289644012944983,0.2669902912621359,0.16933656957928803
60031,37443,0.057002480442663615,86664.0,0.9426862163822344,0.1840078649844339,0.07680648861215796,0.3118138620350647,0.17143208258233655
60033,13569,0.0924457741211668,51963.0,0.8485518461198319,0.3649873142442914,0.05231364020780476,0.09472030929080585,0.05666304216503564
60034,1948,0.0725338491295938,54491.0,0.9040041067761807,0.3611544461778471,0.09828393135725429,0.08892355694227769,0.04914196567862714
60035,29824,0.05229826353421859,130262.0,0.952756169527897,0.08915175995383727,0.04044046932102328,0.34569147913060205,0.36420465474129643
60040,5377,0.028021015761821366,54189.0,0.8169983262042031,0.27595008508224617,0.04537719795802609,0.20760068065796938,0.14350538854225753
60041,9276,0.1041350531107739,62236.0,0.8995256576110392,0.3502261032278185,0.09511928894433183,0.1573366599095587,0.06814283486667706
60042,8365,0.05976017298997444,72284.0,0.915002988643156,0.2808754559666493,0.0882404029876672,0.21208963001563313,0.05645301372242487
60043,2613,0.04723618090452261,211023.0,0.9835438193647149,0.02142407057340895,0.008191556395715185,0.4114681789540013,0.49968494013862635
60044,9680,0.062890625,102380.0,0.9569214876033058,0.08971652593486128,0.05382991556091677,0.38751507840772015,0.2971954161640531
60045,20622,0.04639457271036218,167073.0,0.9739113568034138,0.07417868291957783,0.028764679649174965,0.3947524899658094,0.3887319756206333
60046,35132,0.08589690293078361,83969.0,0.9441534783103723,0.23925085729359008,0.08528972126967378,0.2535830475688033,0.1445968521937923
60047,42317,0.05531716021583039,130005.0,0.9432852045277311,0.13964854278218997,0.06439788694433464,0.35311028856865634,0.2439716821791785
60048,29050,0.04448884448884449,123075.0,0.9593459552495697,0.11381699612798044,0.053138373751783166,0.36748522518850624,0.30155899735072345
60050,32387,0.06382139031403282,63573.0,0.918918084416587,0.32258503401360544,0.08394557823129252,0.16961451247165532,0.07487528344671202
60051,24154,0.06630380999505195,76659.0,0.9224145069139686,0.35346810313521365,0.09968526812734536,0.16559738530444257,0.09242222491223823
60053,23413,0.04952689455289404,75797.0,0.926152137701277,0.21338768011940984,0.06929215224754579,0.2789482748722659,0.14736781675182273
60056,55366,0.05130744849445325,69102.0,0.8975544558032005,0.22440290758047768,0.08089304257528557,0.25005192107995844,0.14823468328141226
60060,37763,0.06669166237053006,80625.0,0.8822392288748245,0.21950348984771573,0.05302189086294416,0.2647921954314721,0.17056630710659898
60061,26720,0.0544131392709307,96263.0,0.9228667664670659,0.14397426654095724,0.04253785147801009,0.37352337640729855,0.2450779213576618
60062,40631,0.03522696384887197,104242.0,0.9401196131032955,0.12172366345605262,0.04352787193341612,0.3589287512165654,0.2958351511897171
60064,15848,0.1268352365415987,34777.0,0.76665825340737,0.3143234614114279,0.03930419464934493,0.07453484531542443,0.03181768138280304
60067,37998,0.039819612358472464,90649.0,0.9260224222327491,0.13799518494200044,0.07120449405413293,0.35496461661924567,0.23199824906981834
60068,37567,0.038983585858585856,92474.0,0.9474272632895893,0.1622384654058862,0.0670611439842209,0.3282670070000387,0.2368797617666396
60069,8207,0.043227665706051875,91739.0,0.9500426465212624,0.11054866100587851,0.044905290659699545,0.3447093403004572,0.2872305682560418
60070,16195,0.03723161260849703,63200.0,0.8250077184316147,0.25700729285651525,0.05860644934540023,0.2151832000702926,0.14726298216325454
60071,3576,0.06718979892103973,52429.0,0.9258948545861297,0.36528393072895693,0.09867096254530809,0.1743858236004833,0.03987112364075715
60072,955,0.0794979079497908,92750.0,0.9109947643979057,0.3213675213675214,0.11452991452991453,0.18803418803418803,0.08888888888888889
60073,60828,0.07247057350363136,66485.0,0.8542447557046097,0.286793710761709,0.07736540918939941,0.16334240791155064,0.06858714373020723
60074,39541,0.06683849547857236,66320.0,0.8517993980931186,0.18746698860635327,0.07726552478684072,0.2812193465630423,0.1331396664906059
60076,32497,0.07473160199124333,72257.0,0.888820506508293,0.18414628923814827,0.0638944798937947,0.28212924500021413,0.19647980814526145
60077,28281,0.0588568194680249,57284.0,0.8782928467875959,0.21110727837185236,0.07544473463755975,0.26408121026955106,0.155324496131671
60081,9840,0.08919722497522299,86207.0,0.9355691056910569,0.2897325545650169,0.1029818628957885,0.19320627113433753,0.08545957577620658
60083,10581,0.06566442025228962,90077.0,0.9595501370380871,0.2152946212013126,0.08317877015266087,0.2854900841774861,0.15323155942359823
60084,16357,0.06127055788455337,77747.0,0.9084795500397383,0.23027699058414847,0.06399122406070025,0.23594478471523905,0.1384952920742298
60085,71611,0.10634787547669922,41995.0,0.7476644649565011,0.3179884131830092,0.049592538282170244,0.10404096252313758,0.03925575134017645
60087,25748,0.08438268924591114,54333.0,0.8291129408109368,0.3112746576582011,0.06478856246606744,0.12794836218857453,0.058394160583941604
60088,12739,0.0767341927562922,57424.0,0.21626501295235104,0.1794871794871795,0.1075353218210361,0.24699110413396128,0.038199895342752484
60089,41642,0.0513669909426367,101479.0,0.9588396330627732,0.11758178944890892,0.06549880636158838,0.37318852762180155,0.27426784573484414
60090,38045,0.05551035168610433,60368.0,0.8190563806019188,0.24053993419084654,0.05907867185163027,0.22909811546515108,0.1326652707149267
60091,27304,0.04043456951478516,138322.0,0.9644008203926164,0.054788443409305165,0.030111462319081683,0.33865690678201077,0.4721898741196695
60093,19204,0.03187819674081123,170582.0,0.9709435534263695,0.058014402459745935,0.01747714216360547,0.40076057933489767,0.4366858160045311
60096,6854,0.07090336134453781,81068.0,0.9416399182958857,0.27284345047923325,0.0900958466453674,0.19275825346112885,0.088604898828541
60097,10352,0.13407240602806167,60783.0,0.9308346213292118,0.3778393351800554,0.09085872576177285,0.11426592797783934,0.08781163434903047
